Inflation,Month,Year,pmi,PartNo,Description,Quantity,Sales Price,Total Sales,Swaraj Engines Stock Price,M&M Stock Price,Escorts Kuboto Stock Price
7.04,5,2022,67,FH302622,Front Hub 2622 MBP,98,1800.77,93522,1534.0,915.0,1631.25
7.04,5,2022,67,FTT02722,HUB-2722,760,115.78,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F3H01322,ARB FRAME MOUNTING BKT,158,1697.61,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F2R00122,SGM BKT-122,450,1438.25,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F8D01700,SGM BKT -1700,113,1380.75,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F-8D02722,SGM -2722,64,482.29,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F8D01622,SGM -1622,233,838.02,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F3H01122,ARB Axle M. BKt LH,402,1573.83,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F3H01222,ARB Axle M. BKt RH,168,261.89,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B3F15503,Fly Wheel-503,309,625.83,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B9805502,Flywheel Neptune,210,337.47,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B2W02519,FIP Housing CB18,72,1086.46,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B2W01421,FIP Housing CB28,96,968.88,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B2W01307,Fip Housing-1307,229,466.96,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X1X00522,Thermostate Housing-522,436,781.22,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X2H00622,T.G. Case,315,1276.4,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F7L09722,Rear Spring Bracket,221,1228.36,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F5F01822,AC Bracket -1822,215,1523.04,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F5F01722,AC Bracket -1722,304,436.78,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F7Z05314,ATS BRACKET-5314,236,1417.83,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F7Z00122,ATS BRACKET-122,239,540.55,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F7Z05414,ATS BRACKET-5414,432,381.5,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F7Z10314,ATS BRACKET 10314,303,1469.34,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E03422,Nodo Bracket-3422,389,103.22,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E03522,Nodo Bracket-3522,114,1130.22,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E05222,Nodo Bracket-5222,156,1253.17,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E05122,Nodo Bracket-5122,260,1395.7,93522,1534.0,915.0,1631.25
7.04,5,2022,67,330123920,Tata Cup Box,47,720.58,93522,1534.0,915.0,1631.25
7.04,5,2022,67,P3301201020,ACE RDE Box casting,314,433.25,93522,1534.0,915.0,1631.25
7.04,5,2022,67,330151420,Mega Ace,412,514.2,93522,1534.0,915.0,1631.25
7.04,5,2022,67,330134120,M&M 510,78,1733.91,93522,1534.0,915.0,1631.25
7.04,5,2022,67,330134220V1,M&M 630,416,447.82,93522,1534.0,915.0,1631.25
7.04,5,2022,67,330931720,Cover Plate,535,1706.56,93522,1534.0,915.0,1631.25
7.04,5,2022,67,502207C01,Side Cover C01,415,1147.87,93522,1534.0,915.0,1631.25
7.04,5,2022,67,502207E 01,Side Cover Casting E01 (HFB 82),323,376.64,93522,1534.0,915.0,1631.25
7.04,5,2022,67,50170115,Valve Housing HFB 64,413,795.65,93522,1534.0,915.0,1631.25
7.04,5,2022,67,501707C06,Valve Housing casting,126,1162.49,93522,1534.0,915.0,1631.25
7.04,5,2022,67,501707C03,Valve Housing casting-C03,396,1650.09,93522,1534.0,915.0,1631.25
7.04,5,2022,67,501707E 01,Valve housing casting  E01 (HFB82),493,367.33,93522,1534.0,915.0,1631.25
7.04,5,2022,67,500127C06,LH Housing C06,285,578.11,93522,1534.0,915.0,1631.25
7.04,5,2022,67,500127C14,LH Housing C14,362,1851.85,93522,1534.0,915.0,1631.25
7.04,5,2022,67,50012110,LH Housing 64,78,575.86,93522,1534.0,915.0,1631.25
7.04,5,2022,67,500127E03,LH Housing -82,422,217.95,93522,1534.0,915.0,1631.25
7.04,5,2022,67,666,BB-106,282,302.51,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F1826722,B.D. 6722,61,446.55,93522,1534.0,915.0,1631.25
7.04,5,2022,67,257542303705,TATA BRAKE DRUM 3705,470,644.39,93522,1534.0,915.0,1631.25
7.04,5,2022,67,263242303723,TATA BRAKE DRUM 3723,79,1409.12,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F1875722,Brake Drum -5722,255,586.26,93522,1534.0,915.0,1631.25
7.04,5,2022,67,277642303701,TATA BRAKE DRUM 3701,201,649.09,93522,1534.0,915.0,1631.25
7.04,5,2022,67,5.01442E+11,Brake Drum 3702,108,1814.74,93522,1534.0,915.0,1631.25
7.04,5,2022,67,0031002662AC,Rear Cover-6662,193,973.36,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10006813CC,Rear Cover-6813,380,1038.87,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300053048A,Sviwel Housing LH,670,826.92,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300053049A,Sviwel Housing RH,294,1339.92,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300130461B,Housing Input Pinion,365,1274.28,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300130468A,Cover steering cylinder mounting,319,1759.28,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300130474A,Housing hub stub axle,287,1062.55,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300145985A,Housing Axle King Shaft,323,859.95,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10039106AB,Front Axle Housing LH-106 AB,78,603.38,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10039104AC,Front Axle Housing RH-104 AC,445,934.32,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10039098AB,"Front Axle Housing RH  (10039098AB)
",78,1002.69,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300422630A,Housing Front Axle Cover LH-630,403,1692.99,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300422616A,Housing Front Axle Cover RH-640,431,1208.09,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300137705B,Housing Front Axle Cover LH-705,464,1166.34,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300130478B,Housing Front Axle Cover RH-478,317,1599.71,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10051257CB,Front Axle Housing,265,970.23,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8252-42110,Hydarulic Housing,88,181.9,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10071462AG,Integral Front Axle Bkt(Casting),164,1584.86,93522,1534.0,915.0,1631.25
7.04,5,2022,67,5A8252-24701,COVER FRONT,222,918.19,93522,1534.0,915.0,1631.25
7.04,5,2022,67,5A8252-24240,COVER REAR,82,412.82,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8252-43231-1,HEAD CYLINDER,443,1209.72,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8550-43210-1,HEAD CYLINDER-210,406,1211.58,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8252-47710,HINGE SUPPORT-8252,307,1137.66,93522,1534.0,915.0,1631.25
7.04,5,2022,67,101281426000,Brake Drum -6000,377,1349.48,93522,1534.0,915.0,1631.25
7.04,5,2022,67,101281426100,Brake Drum -6100,179,443.05,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1SK-45870,HUB Tunring,355,1455.42,93522,1534.0,915.0,1631.25
7.04,5,2022,67,(SE01B00G00037),Front Wheel hub Star Glow,541,145.46,93522,1534.0,915.0,1631.25
7.04,5,2022,67,4256730,HUB-118,405,371.08,93522,1534.0,915.0,1631.25
7.04,5,2022,67,4252073,HUB-316,203,1185.94,93522,1534.0,915.0,1631.25
7.04,5,2022,67,4252752,HUB-454,167,1488.05,93522,1534.0,915.0,1631.25
7.04,5,2022,67,4255058,HUB-770,84,453.26,93522,1534.0,915.0,1631.25
7.04,5,2022,67,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,673,1616.73,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8252-13760-1,"GEARBOX, FRONT L ECN",170,340.37,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1A8252-13770-1,"GEARBOX, FRONT R ECN",158,480.44,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300167935A,Center Beam Housing -584/935,99,498.99,93522,1534.0,915.0,1631.25
7.04,5,2022,67,XBY00222,Bracket Engine,55,643.16,93522,1534.0,915.0,1631.25
7.04,5,2022,67,300137702C,CENTER BEAM HSG - Casting,337,1429.93,93522,1534.0,915.0,1631.25
7.04,5,2022,67,M31149S002,Fron Wheel Hub Champ,228,1055.27,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X1821622,Housing Oil Cooler,118,677.87,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B3F01301,Flywheel Boss,166,50.21,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F4W03322,FSFB Bracket - 3322,468,1333.38,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F4W03222,FSFB Bracket - 3222,292,1641.79,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E04822,NODO BRACKET -ECO-4822,180,1115.96,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F6A07422,Spring bracket-7422,219,1800.02,93522,1534.0,915.0,1631.25
7.04,5,2022,67,7125600,Wheel - Drive,96,115.91,93522,1534.0,915.0,1631.25
7.04,5,2022,67,8829617,Dual adapter hub,183,576.41,93522,1534.0,915.0,1631.25
7.04,5,2022,67,29324690,Disc Actuating,126,1806.15,93522,1534.0,915.0,1631.25
7.04,5,2022,67,IC0305854,EICHER BRAKE DRUM,78,1148.06,93522,1534.0,915.0,1631.25
7.04,5,2022,67,277642303714,Brake Drum 3714,147,723.68,93522,1534.0,915.0,1631.25
7.04,5,2022,67,277642303707,Brake Drum 3707,285,723.33,93522,1534.0,915.0,1631.25
7.04,5,2022,67,66666,Trunnion Braket,202,673.81,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1528137,Chart Casting Wheel -8137,127,708.06,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1528138,Chart Casting Wheel -8138,262,1919.54,93522,1534.0,915.0,1631.25
7.04,5,2022,67,516266681,Chart Casting Wheel -6681,63,1129.01,93522,1534.0,915.0,1631.25
7.04,5,2022,67,8504786,Casting drive wheel,23,1321.1,93522,1534.0,915.0,1631.25
7.04,5,2022,67,1524926,Hub Casting ,267,1834.9,93522,1534.0,915.0,1631.25
7.04,5,2022,67,8827231,Drive wheel -casting,426,136.01,93522,1534.0,915.0,1631.25
7.04,5,2022,67,006050988V01,Fly Wheel 67 HP,405,1254.26,93522,1534.0,915.0,1631.25
7.04,5,2022,67,907125600,Wheel - Drive,148,1075.77,93522,1534.0,915.0,1631.25
7.04,5,2022,67,60000-01/018,"Brake Drum , 16.5X7, G3000b",334,545.93,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X1505222,Pulley-5222,355,536.91,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X1505122,Pulley-5122,225,1799.71,93522,1534.0,915.0,1631.25
7.04,5,2022,67,006525415B01,Axle Carr LH,139,1357.72,93522,1534.0,915.0,1631.25
7.04,5,2022,67,006525417B01,Axle Carr RH,209,53.61,93522,1534.0,915.0,1631.25
7.04,5,2022,67,B3F16003,Fly Wheel -16003,271,1704.67,93522,1534.0,915.0,1631.25
7.04,5,2022,67,5739980670,HYVA Bracket 670,356,1496.06,93522,1534.0,915.0,1631.25
7.04,5,2022,67,3318C00701,Flywheel-701,227,1038.22,93522,1534.0,915.0,1631.25
7.04,5,2022,67,H01XX417961701,Drive wheel,408,707.04,93522,1534.0,915.0,1631.25
7.04,5,2022,67,X6E04722,NODO BRACKET-ECO-4722,538,78.34,93522,1534.0,915.0,1631.25
7.04,5,2022,67,FTF03022,Rear Dummy HUB-3222,362,1105.64,93522,1534.0,915.0,1631.25
7.04,5,2022,67,F5N04822,Bracket -Engine Mounting-4822,540,726.61,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A 400 322 05 01,Spring bracket -501,425,382.46,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A 400 322 00 01,Spring bracket -0001,357,1700.58,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A 400 322 00 06,Spring bracket -0006,217,589.25,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A4008911020,Bracket Bearing 1020,195,1151.57,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A4003220101,Spring bracket -0101,116,1347.29,93522,1534.0,915.0,1631.25
7.04,5,2022,67,A400 891 09 20,Bracket Bearing 920,198,1541.8,93522,1534.0,915.0,1631.25
7.01,6,2022,38,0503BA0290N-RK,ALFA HUB,71,919.81,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0503BA0290N,Front Wheel Hub,284,1650.47,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0502BA1050N,Alfa Rear Wheel Hub LH,186,553.42,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0502BA1060N,Alfa Rear Wheel Hub RH,164,1790.85,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0602AAB00260N,Brake Drum ALFA,302,1225.14,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0601AMJ00030N,Brake Drum -TREO,284,238.11,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0601AAA00320N,B.D. E-Riksha,458,1662.56,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0601AED00170N,Brake Drum E-Rikshaw,413,432.48,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0801AAA00960N,Clutch Housing LCC,99,185.63,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,006017472B92,Fly Wheel 3DI,188,1746.61,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,006029533V91,Fly Wheel 3DI E1H1,625,1342.06,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,006028861V92,475/575 4DI-NCRPTO,49,572.68,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,006028860V91,475/575 4DI-CRPTO,337,1253.13,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,006022009B91,Fly Wheel Swraj,452,381.55,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,007903649B1,HUB(CRE),554,227.58,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,4D00322,BOSS BRAKCET,53,100.87,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,005551418R8,F.A.S. (BP),391,275.89,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3S00100,Brake Drum 100,265,220.59,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8T00122,Brake Drum 122,174,1077.06,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3S00222,Brake Drum 222,333,78.87,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3S00422,Brake Drum 422,77,1824.31,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8T01222,Brake Drum 1222,127,456.22,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8T02022,Brake Drum 2022,376,1260.88,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1860822,BD (B) 1860822 -EDM,375,606.96,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1869022,BD F-1869022-EDM,126,1611.51,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8T01922,Brake Drum 1922,319,928.45,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1879622,Brake Drum 9622,99,780.36,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1879722,Brake Drum 9722,377,1642.79,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1869122,Brake Drum 9122,108,1251.68,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3S00622,Brake Drum 622,394,135.24,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F5Z00120,Distence Pic Old 120,247,1732.1,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F5Z00112,Distence Pic Big 112,85,1986.42,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1880122,Rear Hub 122,455,587.91,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1888822,Dummy Hub 822,247,1092.22,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8S00622,Rear Hub-622,81,255.44,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1880222,Rear HUB-222,85,486.37,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8S01022,UB Hub 1022,107,396.0,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FTF01222,UB Hub 1222,260,1377.58,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1884622,Front Hub -622,81,1607.83,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8S00922,UB Hub 922,241,890.96,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8S01322,Front HUB-1322,390,413.5,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FTF01122,Hub 1122 MBP,482,591.11,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FTF01022,Hub 1022 MBP,191,218.71,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FTF03022,Rear Dummy HUB-3022,51,2028.7,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FH302622,Front Hub 2622 MBP,111,1724.36,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,FTT02722,HUB-2722,433,121.61,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3H01322,ARB FRAME MOUNTING BKT,178,1669.69,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F2R00122,SGM BKT-122,304,1527.21,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8D01700,SGM BKT -1700,139,1447.33,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F-8D02722,SGM -2722,76,517.37,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F8D01622,SGM -1622,208,980.75,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3H01122,ARB Axle M. BKt LH,431,1490.33,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F3H01222,ARB Axle M. BKt RH,167,305.16,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B3F15503,Fly Wheel-503,298,632.34,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B9805502,Flywheel Neptune,234,298.91,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B2W02519,FIP Housing CB18,60,1371.96,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B2W01421,FIP Housing CB28,101,1029.25,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B2W01307,Fip Housing-1307,211,469.08,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X1X00522,Thermostate Housing-522,443,897.65,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X2H00622,T.G. Case,564,1234.53,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F7L09722,Rear Spring Bracket,239,1438.46,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F5F01822,AC Bracket -1822,170,1558.79,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F5F01722,AC Bracket -1722,443,405.44,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F7Z05314,ATS BRACKET-5314,325,1343.06,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F7Z00122,ATS BRACKET-122,113,578.68,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F7Z05414,ATS BRACKET-5414,353,385.16,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F7Z10314,ATS BRACKET 10314,660,1638.1,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X6E03422,Nodo Bracket-3422,484,113.53,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X6E03522,Nodo Bracket-3522,122,1090.16,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X6E05222,Nodo Bracket-5222,137,1213.69,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X6E05122,Nodo Bracket-5122,337,1478.82,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,330123920,Tata Cup Box,62,820.65,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,P3301201020,ACE RDE Box casting,335,396.76,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,330151420,Mega Ace,384,608.7,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,330134120,M&M 510,62,1775.4,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,330134220V1,M&M 630,183,446.28,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,330931720,Cover Plate,629,1831.27,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,502207C01,Side Cover C01,391,1043.46,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,502207E 01,Side Cover Casting E01 (HFB 82),238,374.43,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,50170115,Valve Housing HFB 64,256,716.56,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,501707C06,Valve Housing casting,125,1172.89,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,501707C03,Valve Housing casting-C03,282,1743.45,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,501707E 01,Valve housing casting  E01 (HFB82),322,394.4,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,500127C06,LH Housing C06,183,614.35,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,500127C14,LH Housing C14,293,1724.22,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,50012110,LH Housing 64,79,617.97,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,500127E03,LH Housing -82,325,227.03,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,666,BB-106,244,266.71,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1826722,B.D. 6722,55,424.13,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,257542303705,TATA BRAKE DRUM 3705,528,651.09,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,263242303723,TATA BRAKE DRUM 3723,70,1564.04,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F1875722,Brake Drum -5722,170,597.21,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,277642303701,TATA BRAKE DRUM 3701,170,714.8,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,5.01442E+11,Brake Drum 3702,109,1703.17,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,0031002662AC,Rear Cover-6662,185,1049.92,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10006813CC,Rear Cover-6813,335,1070.87,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300053048A,Sviwel Housing LH,387,853.81,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300053049A,Sviwel Housing RH,305,1392.02,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300130461B,Housing Input Pinion,349,1249.25,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300130468A,Cover steering cylinder mounting,389,1788.02,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300130474A,Housing hub stub axle,263,1062.02,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300145985A,Housing Axle King Shaft,221,1017.59,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10039106AB,Front Axle Housing LH-106 AB,83,657.15,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10039104AC,Front Axle Housing RH-104 AC,418,958.27,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10039098AB,"Front Axle Housing RH  (10039098AB)
",122,905.61,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300422630A,Housing Front Axle Cover LH-630,392,1804.7,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300422616A,Housing Front Axle Cover RH-640,424,1262.25,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300137705B,Housing Front Axle Cover LH-705,334,1129.53,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300130478B,Housing Front Axle Cover RH-478,543,1733.4,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10051257CB,Front Axle Housing,211,1103.78,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8252-42110,Hydarulic Housing,125,170.72,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10071462AG,Integral Front Axle Bkt(Casting),189,1515.18,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,5A8252-24701,COVER FRONT,302,1079.82,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,5A8252-24240,COVER REAR,83,396.82,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8252-43231-1,HEAD CYLINDER,335,1148.67,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8550-43210-1,HEAD CYLINDER-210,405,1488.61,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8252-47710,HINGE SUPPORT-8252,460,1189.23,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,101281426000,Brake Drum -6000,441,1358.31,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,101281426100,Brake Drum -6100,147,487.37,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1SK-45870,HUB Tunring,275,1548.88,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,(SE01B00G00037),Front Wheel hub Star Glow,311,150.62,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,4256730,HUB-118,291,457.91,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,4252073,HUB-316,269,1318.0,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,4252752,HUB-454,347,1618.4,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,4255058,HUB-770,81,493.6,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,392,1622.99,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8252-13760-1,"GEARBOX, FRONT L ECN",208,374.21,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,1A8252-13770-1,"GEARBOX, FRONT R ECN",232,494.05,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300167935A,Center Beam Housing -584/935,232,475.0,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,XBY00222,Bracket Engine,79,624.44,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,300137702C,CENTER BEAM HSG - Casting,412,1601.45,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,M31149S002,Fron Wheel Hub Champ,276,1099.48,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X1821622,Housing Oil Cooler,416,726.11,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,B3F01301,Flywheel Boss,217,56.12,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F4W03322,FSFB Bracket - 3322,426,1633.76,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F4W03222,FSFB Bracket - 3222,172,1705.87,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,X6E04822,NODO BRACKET -ECO-4822,226,1201.95,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,F6A07422,Spring bracket-7422,422,1918.65,107326,1577.1,1035.0,1646.25
7.01,6,2022,38,7125600,Wheel - Drive,99,126.4,107326,1577.1,1035.0,1646.25
