PartNo,Description,Year,Month,Quantity,Sales Price
330134220V1,M&M 630,2023,9,479,932.87
330134220V1,M&M 630,2023,10,455,1000.14
330134220V1,M&M 630,2023,11,337,1019.94
330134220V1,M&M 630,2023,12,236,981.21
330134220V1,M&M 630,2024,1,542,1213.32
330134220V1,M&M 630,2024,2,291,1272.39
330134220V1,M&M 630,2024,3,411,1400.22
330134220V1,M&M 630,2024,4,560,1416.54
330134220V1,M&M 630,2024,5,445,1535.4
330134220V1,M&M 630,2024,6,460,1771.1
330134220V1,M&M 630,2024,7,371,1834.99
330134220V1,M&M 630,2024,8,311,1950.53
330134220V1,M&M 630,2024,9,581,2225.42
330134220V1,M&M 630,2024,10,389,2350.59
330134220V1,M&M 630,2024,11,468,2633.27
330134220V1,M&M 630,2024,12,513,2564.88
330931720,Cover Plate,2020,1,457,5034.92
330931720,Cover Plate,2020,2,332,4470.66
330931720,Cover Plate,2020,3,444,4545.05
330931720,Cover Plate,2020,4,419,3949.4
330931720,Cover Plate,2020,5,365,3748.78
330931720,Cover Plate,2020,6,469,3576.92
330931720,Cover Plate,2020,7,352,3566.99
330931720,Cover Plate,2020,8,379,3042.73
330931720,Cover Plate,2020,9,300,2897.07
330931720,Cover Plate,2020,10,221,2994.6
330931720,Cover Plate,2020,11,265,2773.2
330931720,Cover Plate,2020,12,444,2488.25
330931720,Cover Plate,2021,1,395,2598.85
330931720,Cover Plate,2021,2,428,2174.56
330931720,Cover Plate,2021,3,441,2303.9
330931720,Cover Plate,2021,4,268,2080.5
330931720,Cover Plate,2021,5,432,1978.08
330931720,Cover Plate,2021,6,325,1867.88
330931720,Cover Plate,2021,7,271,1869.52
330931720,Cover Plate,2021,8,415,1717.89
330931720,Cover Plate,2021,9,360,1798.82
330931720,Cover Plate,2021,10,241,1598.72
330931720,Cover Plate,2021,11,413,1352.82
330931720,Cover Plate,2021,12,276,1514.62
330931720,Cover Plate,2022,1,454,1443.94
330931720,Cover Plate,2022,2,599,1538.94
330931720,Cover Plate,2022,3,363,1568.67
330931720,Cover Plate,2022,4,363,1844.15
330931720,Cover Plate,2022,5,535,1706.56
330931720,Cover Plate,2022,6,629,1831.27
330931720,Cover Plate,2022,7,421,2079.09
330931720,Cover Plate,2022,8,393,1950.66
330931720,Cover Plate,2022,9,549,2302.13
330931720,Cover Plate,2022,10,396,2266.86
330931720,Cover Plate,2022,11,350,2250.76
330931720,Cover Plate,2022,12,610,2583.49
330931720,Cover Plate,2023,1,563,2759.93
330931720,Cover Plate,2023,2,428,2806.37
330931720,Cover Plate,2023,3,379,3088.23
330931720,Cover Plate,2023,4,510,2994.63
330931720,Cover Plate,2023,5,516,3207.94
330931720,Cover Plate,2023,6,444,3572.61
330931720,Cover Plate,2023,7,465,3857.05
330931720,Cover Plate,2023,8,379,3868.83
330931720,Cover Plate,2023,9,320,3593.35
330931720,Cover Plate,2023,10,482,4294.69
330931720,Cover Plate,2023,11,367,3954.4
330931720,Cover Plate,2023,12,204,4491.79
330931720,Cover Plate,2024,1,328,5283.33
330931720,Cover Plate,2024,2,709,5554.91
330931720,Cover Plate,2024,3,499,5370.63
330931720,Cover Plate,2024,4,771,5611.97
330931720,Cover Plate,2024,5,725,7268.93
330931720,Cover Plate,2024,6,679,6587.62
330931720,Cover Plate,2024,7,407,7442.86
330931720,Cover Plate,2024,8,750,7912.68
330931720,Cover Plate,2024,9,564,9031.17
330931720,Cover Plate,2024,10,577,10227.31
330931720,Cover Plate,2024,11,689,10377.32
330931720,Cover Plate,2024,12,896,11295.41
502207C01,Side Cover C01,2020,1,311,2573.43
502207C01,Side Cover C01,2020,2,346,2491.68
502207C01,Side Cover C01,2020,3,333,2584.84
502207C01,Side Cover C01,2020,4,342,2490.46
502207C01,Side Cover C01,2020,5,328,2136.05
502207C01,Side Cover C01,2020,6,238,2025.65
502207C01,Side Cover C01,2020,7,372,2035.0
502207C01,Side Cover C01,2020,8,351,1872.14
502207C01,Side Cover C01,2020,9,306,1720.32
502207C01,Side Cover C01,2020,10,395,1615.25
502207C01,Side Cover C01,2020,11,402,1656.58
502207C01,Side Cover C01,2020,12,368,1496.77
502207C01,Side Cover C01,2021,1,316,1541.39
502207C01,Side Cover C01,2021,2,258,1386.17
502207C01,Side Cover C01,2021,3,216,1194.35
502207C01,Side Cover C01,2021,4,264,1202.75
502207C01,Side Cover C01,2021,5,424,1078.59
502207C01,Side Cover C01,2021,6,349,1197.93
502207C01,Side Cover C01,2021,7,408,976.61
502207C01,Side Cover C01,2021,8,297,1037.6
502207C01,Side Cover C01,2021,9,236,909.94
502207C01,Side Cover C01,2021,10,285,892.66
502207C01,Side Cover C01,2021,11,330,909.11
502207C01,Side Cover C01,2021,12,423,758.94
502207C01,Side Cover C01,2022,1,701,912.11
502207C01,Side Cover C01,2022,2,356,854.68
502207C01,Side Cover C01,2022,3,541,991.2
502207C01,Side Cover C01,2022,4,420,999.29
502207C01,Side Cover C01,2022,5,415,1147.87
502207C01,Side Cover C01,2022,6,391,1043.46
502207C01,Side Cover C01,2022,7,474,1084.77
502207C01,Side Cover C01,2022,8,492,1219.52
502207C01,Side Cover C01,2022,9,472,1412.87
502207C01,Side Cover C01,2022,10,498,1472.59
502207C01,Side Cover C01,2022,11,553,1538.6
502207C01,Side Cover C01,2022,12,422,1511.96
502207C01,Side Cover C01,2023,1,341,1636.34
502207C01,Side Cover C01,2023,2,586,1662.86
502207C01,Side Cover C01,2023,3,504,1761.81
502207C01,Side Cover C01,2023,4,497,1789.55
502207C01,Side Cover C01,2023,5,582,2094.59
502207C01,Side Cover C01,2023,6,384,2122.38
502207C01,Side Cover C01,2023,7,414,2273.63
502207C01,Side Cover C01,2023,8,540,2124.07
502207C01,Side Cover C01,2023,9,514,2330.96
502207C01,Side Cover C01,2023,10,410,2467.09
502207C01,Side Cover C01,2023,11,393,2604.94
502207C01,Side Cover C01,2023,12,392,2800.11
502207C01,Side Cover C01,2024,1,520,2765.4
502207C01,Side Cover C01,2024,2,447,3289.9
502207C01,Side Cover C01,2024,3,580,3581.74
502207C01,Side Cover C01,2024,4,660,3874.24
502207C01,Side Cover C01,2024,5,492,3968.73
502207C01,Side Cover C01,2024,6,634,3882.53
502207C01,Side Cover C01,2024,7,609,4992.92
502207C01,Side Cover C01,2024,8,448,5407.22
502207C01,Side Cover C01,2024,9,556,5213.37
502207C01,Side Cover C01,2024,10,544,6090.02
502207C01,Side Cover C01,2024,11,501,5658.76
502207C01,Side Cover C01,2024,12,664,6464.34
502207E 01,Side Cover Casting E01 (HFB 82),2020,1,184,929.62
502207E 01,Side Cover Casting E01 (HFB 82),2020,2,125,955.12
502207E 01,Side Cover Casting E01 (HFB 82),2020,3,162,773.95
502207E 01,Side Cover Casting E01 (HFB 82),2020,4,104,821.11
502207E 01,Side Cover Casting E01 (HFB 82),2020,5,158,705.75
502207E 01,Side Cover Casting E01 (HFB 82),2020,6,115,640.89
502207E 01,Side Cover Casting E01 (HFB 82),2020,7,161,691.21
502207E 01,Side Cover Casting E01 (HFB 82),2020,8,162,700.98
502207E 01,Side Cover Casting E01 (HFB 82),2020,9,196,667.96
502207E 01,Side Cover Casting E01 (HFB 82),2020,10,194,623.43
502207E 01,Side Cover Casting E01 (HFB 82),2020,11,144,598.16
502207E 01,Side Cover Casting E01 (HFB 82),2020,12,109,550.2
502207E 01,Side Cover Casting E01 (HFB 82),2021,1,297,470.11
502207E 01,Side Cover Casting E01 (HFB 82),2021,2,120,505.23
502207E 01,Side Cover Casting E01 (HFB 82),2021,3,163,453.89
502207E 01,Side Cover Casting E01 (HFB 82),2021,4,163,410.57
502207E 01,Side Cover Casting E01 (HFB 82),2021,5,148,381.41
502207E 01,Side Cover Casting E01 (HFB 82),2021,6,208,405.09
502207E 01,Side Cover Casting E01 (HFB 82),2021,7,247,362.87
502207E 01,Side Cover Casting E01 (HFB 82),2021,8,237,351.16
502207E 01,Side Cover Casting E01 (HFB 82),2021,9,178,304.55
502207E 01,Side Cover Casting E01 (HFB 82),2021,10,138,304.94
502207E 01,Side Cover Casting E01 (HFB 82),2021,11,222,313.57
502207E 01,Side Cover Casting E01 (HFB 82),2021,12,129,302.69
502207E 01,Side Cover Casting E01 (HFB 82),2022,1,182,325.0
502207E 01,Side Cover Casting E01 (HFB 82),2022,2,299,295.52
502207E 01,Side Cover Casting E01 (HFB 82),2022,3,177,318.42
502207E 01,Side Cover Casting E01 (HFB 82),2022,4,366,374.41
502207E 01,Side Cover Casting E01 (HFB 82),2022,5,323,376.64
502207E 01,Side Cover Casting E01 (HFB 82),2022,6,238,374.43
502207E 01,Side Cover Casting E01 (HFB 82),2022,7,275,425.74
502207E 01,Side Cover Casting E01 (HFB 82),2022,8,282,383.98
502207E 01,Side Cover Casting E01 (HFB 82),2022,9,323,424.54
502207E 01,Side Cover Casting E01 (HFB 82),2022,10,271,418.19
502207E 01,Side Cover Casting E01 (HFB 82),2022,11,206,467.96
502207E 01,Side Cover Casting E01 (HFB 82),2022,12,266,503.44
502207E 01,Side Cover Casting E01 (HFB 82),2023,1,352,502.19
502207E 01,Side Cover Casting E01 (HFB 82),2023,2,286,595.06
502207E 01,Side Cover Casting E01 (HFB 82),2023,3,245,623.37
502207E 01,Side Cover Casting E01 (HFB 82),2023,4,188,597.05
502207E 01,Side Cover Casting E01 (HFB 82),2023,5,205,645.71
502207E 01,Side Cover Casting E01 (HFB 82),2023,6,227,716.92
502207E 01,Side Cover Casting E01 (HFB 82),2023,7,267,736.46
502207E 01,Side Cover Casting E01 (HFB 82),2023,8,274,793.75
502207E 01,Side Cover Casting E01 (HFB 82),2023,9,195,778.67
502207E 01,Side Cover Casting E01 (HFB 82),2023,10,304,747.37
502207E 01,Side Cover Casting E01 (HFB 82),2023,11,269,935.04
502207E 01,Side Cover Casting E01 (HFB 82),2023,12,305,951.23
502207E 01,Side Cover Casting E01 (HFB 82),2024,1,267,932.92
502207E 01,Side Cover Casting E01 (HFB 82),2024,2,224,958.05
502207E 01,Side Cover Casting E01 (HFB 82),2024,3,312,1154.81
502207E 01,Side Cover Casting E01 (HFB 82),2024,4,303,1356.74
502207E 01,Side Cover Casting E01 (HFB 82),2024,5,301,1323.69
502207E 01,Side Cover Casting E01 (HFB 82),2024,6,260,1364.77
502207E 01,Side Cover Casting E01 (HFB 82),2024,7,353,1684.68
502207E 01,Side Cover Casting E01 (HFB 82),2024,8,328,1614.21
502207E 01,Side Cover Casting E01 (HFB 82),2024,9,303,1754.78
502207E 01,Side Cover Casting E01 (HFB 82),2024,10,284,1967.72
502207E 01,Side Cover Casting E01 (HFB 82),2024,11,334,2213.02
502207E 01,Side Cover Casting E01 (HFB 82),2024,12,235,2082.0
50170115,Valve Housing HFB 64,2020,1,272,1960.97
50170115,Valve Housing HFB 64,2020,2,193,2002.49
50170115,Valve Housing HFB 64,2020,3,280,1620.22
50170115,Valve Housing HFB 64,2020,4,204,1732.41
50170115,Valve Housing HFB 64,2020,5,224,1437.38
50170115,Valve Housing HFB 64,2020,6,223,1483.87
50170115,Valve Housing HFB 64,2020,7,150,1546.08
50170115,Valve Housing HFB 64,2020,8,411,1355.9
50170115,Valve Housing HFB 64,2020,9,200,1276.6
50170115,Valve Housing HFB 64,2020,10,188,1178.91
50170115,Valve Housing HFB 64,2020,11,328,1220.11
50170115,Valve Housing HFB 64,2020,12,165,1060.11
50170115,Valve Housing HFB 64,2021,1,183,1075.28
50170115,Valve Housing HFB 64,2021,2,220,1013.35
50170115,Valve Housing HFB 64,2021,3,268,878.55
50170115,Valve Housing HFB 64,2021,4,116,874.69
50170115,Valve Housing HFB 64,2021,5,194,859.36
50170115,Valve Housing HFB 64,2021,6,247,860.75
50170115,Valve Housing HFB 64,2021,7,278,804.12
50170115,Valve Housing HFB 64,2021,8,225,682.92
50170115,Valve Housing HFB 64,2021,9,194,677.93
50170115,Valve Housing HFB 64,2021,10,187,703.22
50170115,Valve Housing HFB 64,2021,11,243,571.7
50170115,Valve Housing HFB 64,2021,12,207,625.76
50170115,Valve Housing HFB 64,2022,1,309,586.98
50170115,Valve Housing HFB 64,2022,2,431,692.91
50170115,Valve Housing HFB 64,2022,3,424,729.67
50170115,Valve Housing HFB 64,2022,4,294,743.49
50170115,Valve Housing HFB 64,2022,5,413,795.65
50170115,Valve Housing HFB 64,2022,6,256,716.56
50170115,Valve Housing HFB 64,2022,7,377,758.63
50170115,Valve Housing HFB 64,2022,8,362,902.51
50170115,Valve Housing HFB 64,2022,9,310,907.74
50170115,Valve Housing HFB 64,2022,10,407,917.52
50170115,Valve Housing HFB 64,2022,11,292,910.61
50170115,Valve Housing HFB 64,2022,12,435,987.49
50170115,Valve Housing HFB 64,2023,1,407,1053.59
50170115,Valve Housing HFB 64,2023,2,364,1162.43
50170115,Valve Housing HFB 64,2023,3,389,1224.06
50170115,Valve Housing HFB 64,2023,4,322,1323.12
50170115,Valve Housing HFB 64,2023,5,372,1435.57
50170115,Valve Housing HFB 64,2023,6,199,1400.21
50170115,Valve Housing HFB 64,2023,7,296,1543.38
50170115,Valve Housing HFB 64,2023,8,327,1562.34
50170115,Valve Housing HFB 64,2023,9,247,1502.58
50170115,Valve Housing HFB 64,2023,10,303,1631.61
50170115,Valve Housing HFB 64,2023,11,334,1866.35
50170115,Valve Housing HFB 64,2023,12,290,1745.44
50170115,Valve Housing HFB 64,2024,1,391,2255.48
50170115,Valve Housing HFB 64,2024,2,326,2413.11
50170115,Valve Housing HFB 64,2024,3,369,2283.72
50170115,Valve Housing HFB 64,2024,4,424,2337.58
50170115,Valve Housing HFB 64,2024,5,307,2773.18
50170115,Valve Housing HFB 64,2024,6,292,3155.3
50170115,Valve Housing HFB 64,2024,7,455,3125.7
50170115,Valve Housing HFB 64,2024,8,414,3811.22
50170115,Valve Housing HFB 64,2024,9,559,3734.04
50170115,Valve Housing HFB 64,2024,10,415,3948.9
50170115,Valve Housing HFB 64,2024,11,428,4073.34
50170115,Valve Housing HFB 64,2024,12,328,4392.29
501707C06,Valve Housing casting,2020,1,106,3145.27
501707C06,Valve Housing casting,2020,2,96,2628.76
501707C06,Valve Housing casting,2020,3,100,2679.86
501707C06,Valve Housing casting,2020,4,72,2473.32
501707C06,Valve Housing casting,2020,5,114,2665.42
501707C06,Valve Housing casting,2020,6,86,2421.15
501707C06,Valve Housing casting,2020,7,98,2032.11
501707C06,Valve Housing casting,2020,8,76,2027.2
501707C06,Valve Housing casting,2020,9,85,1910.67
501707C06,Valve Housing casting,2020,10,78,2030.24
501707C06,Valve Housing casting,2020,11,80,2002.56
501707C06,Valve Housing casting,2020,12,80,1800.07
501707C06,Valve Housing casting,2021,1,162,1774.29
501707C06,Valve Housing casting,2021,2,99,1612.35
501707C06,Valve Housing casting,2021,3,115,1593.05
501707C06,Valve Housing casting,2021,4,65,1442.03
501707C06,Valve Housing casting,2021,5,66,1457.2
501707C06,Valve Housing casting,2021,6,116,1215.06
501707C06,Valve Housing casting,2021,7,102,1313.14
501707C06,Valve Housing casting,2021,8,123,1134.8
501707C06,Valve Housing casting,2021,9,67,1059.98
501707C06,Valve Housing casting,2021,10,47,969.52
501707C06,Valve Housing casting,2021,11,106,1027.53
501707C06,Valve Housing casting,2021,12,74,987.49
501707C06,Valve Housing casting,2022,1,142,911.96
501707C06,Valve Housing casting,2022,2,171,1075.7
501707C06,Valve Housing casting,2022,3,120,1068.97
501707C06,Valve Housing casting,2022,4,128,1206.88
501707C06,Valve Housing casting,2022,5,126,1162.49
501707C06,Valve Housing casting,2022,6,125,1172.89
501707C06,Valve Housing casting,2022,7,101,1396.41
501707C06,Valve Housing casting,2022,8,117,1514.45
501707C06,Valve Housing casting,2022,9,113,1357.02
501707C06,Valve Housing casting,2022,10,162,1530.66
501707C06,Valve Housing casting,2022,11,109,1690.8
501707C06,Valve Housing casting,2022,12,122,1700.46
501707C06,Valve Housing casting,2023,1,137,1691.78
501707C06,Valve Housing casting,2023,2,179,1796.21
501707C06,Valve Housing casting,2023,3,111,2129.2
501707C06,Valve Housing casting,2023,4,69,2070.95
501707C06,Valve Housing casting,2023,5,129,2201.42
501707C06,Valve Housing casting,2023,6,126,2455.13
501707C06,Valve Housing casting,2023,7,95,2244.21
501707C06,Valve Housing casting,2023,8,150,2361.19
501707C06,Valve Housing casting,2023,9,144,2812.57
501707C06,Valve Housing casting,2023,10,136,2718.93
501707C06,Valve Housing casting,2023,11,97,2932.62
501707C06,Valve Housing casting,2023,12,160,3194.22
501707C06,Valve Housing casting,2024,1,133,3249.13
501707C06,Valve Housing casting,2024,2,173,3334.89
501707C06,Valve Housing casting,2024,3,112,3561.15
501707C06,Valve Housing casting,2024,4,109,4330.3
501707C06,Valve Housing casting,2024,5,193,4547.34
501707C06,Valve Housing casting,2024,6,123,5019.94
501707C06,Valve Housing casting,2024,7,195,5651.51
501707C06,Valve Housing casting,2024,8,176,5215.21
501707C06,Valve Housing casting,2024,9,155,6478.52
501707C06,Valve Housing casting,2024,10,125,6534.44
501707C06,Valve Housing casting,2024,11,159,6677.79
501707C06,Valve Housing casting,2024,12,240,7397.99
501707C03,Valve Housing casting-C03,2020,1,244,4710.44
501707C03,Valve Housing casting-C03,2020,2,195,4157.97
501707C03,Valve Housing casting-C03,2020,3,247,3851.47
501707C03,Valve Housing casting-C03,2020,4,170,3570.49
501707C03,Valve Housing casting-C03,2020,5,316,3372.24
501707C03,Valve Housing casting-C03,2020,6,249,3074.68
501707C03,Valve Housing casting-C03,2020,7,291,3021.11
501707C03,Valve Housing casting-C03,2020,8,307,2966.91
501707C03,Valve Housing casting-C03,2020,9,233,2814.89
501707C03,Valve Housing casting-C03,2020,10,191,2530.81
501707C03,Valve Housing casting-C03,2020,11,200,2766.43
501707C03,Valve Housing casting-C03,2020,12,327,2743.96
501707C03,Valve Housing casting-C03,2021,1,290,2590.7
501707C03,Valve Housing casting-C03,2021,2,274,2067.05
501707C03,Valve Housing casting-C03,2021,3,236,2076.27
501707C03,Valve Housing casting-C03,2021,4,322,2139.69
501707C03,Valve Housing casting-C03,2021,5,357,1812.0
501707C03,Valve Housing casting-C03,2021,6,239,1906.13
501707C03,Valve Housing casting-C03,2021,7,200,1715.6
501707C03,Valve Housing casting-C03,2021,8,286,1757.38
501707C03,Valve Housing casting-C03,2021,9,196,1648.37
501707C03,Valve Housing casting-C03,2021,10,252,1538.69
501707C03,Valve Housing casting-C03,2021,11,245,1460.9
501707C03,Valve Housing casting-C03,2021,12,187,1241.91
501707C03,Valve Housing casting-C03,2022,1,320,1472.25
501707C03,Valve Housing casting-C03,2022,2,436,1539.23
501707C03,Valve Housing casting-C03,2022,3,344,1569.64
501707C03,Valve Housing casting-C03,2022,4,328,1515.05
501707C03,Valve Housing casting-C03,2022,5,396,1650.09
501707C03,Valve Housing casting-C03,2022,6,282,1743.45
501707C03,Valve Housing casting-C03,2022,7,317,1759.58
501707C03,Valve Housing casting-C03,2022,8,441,2105.75
501707C03,Valve Housing casting-C03,2022,9,335,2096.56
501707C03,Valve Housing casting-C03,2022,10,440,2140.31
501707C03,Valve Housing casting-C03,2022,11,567,2458.24
501707C03,Valve Housing casting-C03,2022,12,330,2296.07
501707C03,Valve Housing casting-C03,2023,1,316,2344.66
501707C03,Valve Housing casting-C03,2023,2,488,2444.29
501707C03,Valve Housing casting-C03,2023,3,350,2979.97
501707C03,Valve Housing casting-C03,2023,4,345,3087.21
501707C03,Valve Housing casting-C03,2023,5,306,3091.23
501707C03,Valve Housing casting-C03,2023,6,303,3089.02
501707C03,Valve Housing casting-C03,2023,7,380,3588.92
501707C03,Valve Housing casting-C03,2023,8,363,3797.48
501707C03,Valve Housing casting-C03,2023,9,444,3559.24
501707C03,Valve Housing casting-C03,2023,10,369,4074.67
501707C03,Valve Housing casting-C03,2023,11,371,3994.65
501707C03,Valve Housing casting-C03,2023,12,360,4415.1
501707C03,Valve Housing casting-C03,2024,1,383,4771.88
501707C03,Valve Housing casting-C03,2024,2,600,5462.39
501707C03,Valve Housing casting-C03,2024,3,529,5836.13
501707C03,Valve Housing casting-C03,2024,4,484,5406.79
501707C03,Valve Housing casting-C03,2024,5,462,5995.32
501707C03,Valve Housing casting-C03,2024,6,529,6463.18
501707C03,Valve Housing casting-C03,2024,7,451,8114.1
501707C03,Valve Housing casting-C03,2024,8,450,7430.41
501707C03,Valve Housing casting-C03,2024,9,608,9352.25
501707C03,Valve Housing casting-C03,2024,10,441,9906.76
501707C03,Valve Housing casting-C03,2024,11,629,10215.96
501707C03,Valve Housing casting-C03,2024,12,445,10245.27
501707E 01,Valve housing casting  E01 (HFB82),2020,1,253,1014.71
501707E 01,Valve housing casting  E01 (HFB82),2020,2,213,843.4
501707E 01,Valve housing casting  E01 (HFB82),2020,3,240,930.01
501707E 01,Valve housing casting  E01 (HFB82),2020,4,230,787.68
501707E 01,Valve housing casting  E01 (HFB82),2020,5,260,846.57
501707E 01,Valve housing casting  E01 (HFB82),2020,6,159,673.33
501707E 01,Valve housing casting  E01 (HFB82),2020,7,293,753.45
501707E 01,Valve housing casting  E01 (HFB82),2020,8,238,610.89
501707E 01,Valve housing casting  E01 (HFB82),2020,9,288,617.4
501707E 01,Valve housing casting  E01 (HFB82),2020,10,202,564.0
501707E 01,Valve housing casting  E01 (HFB82),2020,11,110,551.44
501707E 01,Valve housing casting  E01 (HFB82),2020,12,202,500.04
501707E 01,Valve housing casting  E01 (HFB82),2021,1,279,468.1
501707E 01,Valve housing casting  E01 (HFB82),2021,2,278,511.74
501707E 01,Valve housing casting  E01 (HFB82),2021,3,167,444.69
501707E 01,Valve housing casting  E01 (HFB82),2021,4,190,453.73
501707E 01,Valve housing casting  E01 (HFB82),2021,5,265,381.56
501707E 01,Valve housing casting  E01 (HFB82),2021,6,258,400.52
501707E 01,Valve housing casting  E01 (HFB82),2021,7,346,374.67
501707E 01,Valve housing casting  E01 (HFB82),2021,8,198,357.99
501707E 01,Valve housing casting  E01 (HFB82),2021,9,255,328.03
501707E 01,Valve housing casting  E01 (HFB82),2021,10,310,305.26
501707E 01,Valve housing casting  E01 (HFB82),2021,11,299,307.5
501707E 01,Valve housing casting  E01 (HFB82),2021,12,226,316.85
501707E 01,Valve housing casting  E01 (HFB82),2022,1,289,330.99
501707E 01,Valve housing casting  E01 (HFB82),2022,2,330,329.81
501707E 01,Valve housing casting  E01 (HFB82),2022,3,393,336.62
501707E 01,Valve housing casting  E01 (HFB82),2022,4,392,393.02
501707E 01,Valve housing casting  E01 (HFB82),2022,5,493,367.33
501707E 01,Valve housing casting  E01 (HFB82),2022,6,322,394.4
501707E 01,Valve housing casting  E01 (HFB82),2022,7,231,421.32
501707E 01,Valve housing casting  E01 (HFB82),2022,8,232,404.6
501707E 01,Valve housing casting  E01 (HFB82),2022,9,371,428.27
501707E 01,Valve housing casting  E01 (HFB82),2022,10,379,477.58
501707E 01,Valve housing casting  E01 (HFB82),2022,11,476,530.94
501707E 01,Valve housing casting  E01 (HFB82),2022,12,304,555.12
501707E 01,Valve housing casting  E01 (HFB82),2023,1,182,581.65
501707E 01,Valve housing casting  E01 (HFB82),2023,2,361,583.68
501707E 01,Valve housing casting  E01 (HFB82),2023,3,317,642.61
501707E 01,Valve housing casting  E01 (HFB82),2023,4,310,655.27
501707E 01,Valve housing casting  E01 (HFB82),2023,5,182,638.84
501707E 01,Valve housing casting  E01 (HFB82),2023,6,306,736.25
501707E 01,Valve housing casting  E01 (HFB82),2023,7,178,718.78
501707E 01,Valve housing casting  E01 (HFB82),2023,8,442,757.93
501707E 01,Valve housing casting  E01 (HFB82),2023,9,420,748.75
501707E 01,Valve housing casting  E01 (HFB82),2023,10,350,928.58
501707E 01,Valve housing casting  E01 (HFB82),2023,11,274,857.1
501707E 01,Valve housing casting  E01 (HFB82),2023,12,403,899.58
501707E 01,Valve housing casting  E01 (HFB82),2024,1,374,946.73
501707E 01,Valve housing casting  E01 (HFB82),2024,2,475,1208.92
501707E 01,Valve housing casting  E01 (HFB82),2024,3,288,1300.41
501707E 01,Valve housing casting  E01 (HFB82),2024,4,497,1416.85
501707E 01,Valve housing casting  E01 (HFB82),2024,5,417,1326.3
501707E 01,Valve housing casting  E01 (HFB82),2024,6,640,1646.8
501707E 01,Valve housing casting  E01 (HFB82),2024,7,413,1699.04
501707E 01,Valve housing casting  E01 (HFB82),2024,8,569,1679.87
501707E 01,Valve housing casting  E01 (HFB82),2024,9,507,1816.2
501707E 01,Valve housing casting  E01 (HFB82),2024,10,290,1914.31
501707E 01,Valve housing casting  E01 (HFB82),2024,11,419,2228.06
501707E 01,Valve housing casting  E01 (HFB82),2024,12,372,2249.35
500127C06,LH Housing C06,2020,1,136,1393.12
500127C06,LH Housing C06,2020,2,143,1396.11
500127C06,LH Housing C06,2020,3,195,1292.38
500127C06,LH Housing C06,2020,4,128,1282.89
500127C06,LH Housing C06,2020,5,137,1152.54
500127C06,LH Housing C06,2020,6,135,1298.2
500127C06,LH Housing C06,2020,7,61,1068.6
500127C06,LH Housing C06,2020,8,199,1118.96
500127C06,LH Housing C06,2020,9,156,1103.0
500127C06,LH Housing C06,2020,10,197,932.45
500127C06,LH Housing C06,2020,11,147,930.32
500127C06,LH Housing C06,2020,12,179,845.21
500127C06,LH Housing C06,2021,1,203,823.4
500127C06,LH Housing C06,2021,2,203,789.56
500127C06,LH Housing C06,2021,3,95,794.33
500127C06,LH Housing C06,2021,4,126,694.43
500127C06,LH Housing C06,2021,5,131,690.35
500127C06,LH Housing C06,2021,6,157,696.03
500127C06,LH Housing C06,2021,7,193,612.78
500127C06,LH Housing C06,2021,8,138,581.67
500127C06,LH Housing C06,2021,9,153,531.47
500127C06,LH Housing C06,2021,10,165,566.9
500127C06,LH Housing C06,2021,11,120,489.66
500127C06,LH Housing C06,2021,12,168,464.72
500127C06,LH Housing C06,2022,1,152,460.08
500127C06,LH Housing C06,2022,2,191,525.67
500127C06,LH Housing C06,2022,3,299,560.81
500127C06,LH Housing C06,2022,4,187,549.53
500127C06,LH Housing C06,2022,5,285,578.11
500127C06,LH Housing C06,2022,6,183,614.35
500127C06,LH Housing C06,2022,7,239,604.73
500127C06,LH Housing C06,2022,8,152,704.86
500127C06,LH Housing C06,2022,9,257,755.75
500127C06,LH Housing C06,2022,10,197,800.87
500127C06,LH Housing C06,2022,11,220,794.71
500127C06,LH Housing C06,2022,12,140,775.7
500127C06,LH Housing C06,2023,1,196,899.53
500127C06,LH Housing C06,2023,2,235,871.54
500127C06,LH Housing C06,2023,3,248,1022.62
500127C06,LH Housing C06,2023,4,220,1129.44
500127C06,LH Housing C06,2023,5,194,1099.65
500127C06,LH Housing C06,2023,6,224,1147.62
500127C06,LH Housing C06,2023,7,252,1188.22
500127C06,LH Housing C06,2023,8,207,1189.61
500127C06,LH Housing C06,2023,9,249,1195.69
500127C06,LH Housing C06,2023,10,253,1413.35
500127C06,LH Housing C06,2023,11,245,1556.16
500127C06,LH Housing C06,2023,12,169,1625.32
500127C06,LH Housing C06,2024,1,331,1560.19
500127C06,LH Housing C06,2024,2,272,1673.97
500127C06,LH Housing C06,2024,3,223,1744.67
500127C06,LH Housing C06,2024,4,198,2005.04
500127C06,LH Housing C06,2024,5,332,2458.55
500127C06,LH Housing C06,2024,6,264,2267.68
500127C06,LH Housing C06,2024,7,270,2378.14
500127C06,LH Housing C06,2024,8,270,2998.15
500127C06,LH Housing C06,2024,9,251,2759.75
500127C06,LH Housing C06,2024,10,287,3610.55
500127C06,LH Housing C06,2024,11,185,3707.27
500127C06,LH Housing C06,2024,12,243,3701.49
500127C14,LH Housing C14,2020,1,250,4579.76
500127C14,LH Housing C14,2020,2,299,4296.73
500127C14,LH Housing C14,2020,3,293,4097.8
500127C14,LH Housing C14,2020,4,179,4050.55
500127C14,LH Housing C14,2020,5,253,3429.93
